id,rate_avg_kg_hr,rate_detected_kg_hr,plume_count,timestamp_min,timestamp_max,latitude,longitude,nearest_well_api,nearest_well_operator,operator_number,distance_to_nearest_well_km,total_wells_within_500m,operator_wells_within_500m,confidence_score,purchaser_names
CH4_1B2_250m_-102.08332_31.32085?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,926.8603437095305,926.86,1,2025-05-21,2025-05-21,31.32085,-102.08332,461-34328,"EOG RESOURCES, INC.",253162,0.08,3,2,74.5,[252876] ENOGEX PRODUCTS CORPORATION
CH4_1B2_250m_-101.96579_31.50521?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,842.289208551636,842.29,1,2025-05-21,2025-05-21,31.50521,-101.96579,461-39956,"PIONEER NATURAL RES. USA, INC.",665748,0.02,12,12,88.8,"[911907] WESTERN GAS RESOURCES TEXAS LLC; [836041] TARGA PL MID-CONT WESTTEX LLC; [36584] ATLAS PIPELINE MID-CONTINENT LLC; [836044] TARGA PIPELINE MID-CONTINENT LLC; [911908] WESTERN GAS RESOURCES-TEXAS,INC."
CH4_1B2_250m_-102.11959_31.34319?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,769.7034788534178,769.7,2,2025-05-07,2025-05-21,31.34319,-102.11959,461-31919,HUNT OIL COMPANY,416330,0.19,2,2,83.5,"[648965] PECOS COMPANY; [945227] WTG GAS PROCESSING, L.P.; [616724] NUSTAR JOINT VENTURE"
CH4_1B2_250m_-102.11778_31.33873?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,602.081986109844,602.08,1,2025-05-21,2025-05-21,31.33873,-102.11778,461-34985,"CIVITAS PERMIAN OPERATING, LLC",101577,0.2,4,3,70.3,"[945227] WTG GAS PROCESSING, L.P.; [102487] ETC GAS PROCESSING, LLC"
CH4_1B2_250m_-101.89044_31.68769?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,492.3534187984526,984.71,2,2025-01-01,2025-05-21,31.68769,-101.89044,329-32229,"PIONEER NATURAL RES. USA, INC.",665748,0.41,1,1,71.3,"[836041] TARGA PL MID-CONT WESTTEX LLC; [250300] EL PASO NATURAL GAS COMPANY; [877060] UNION TEXAS PETROLEUM CORP.; [663680] PHILLIPS PETROLEUM COMPANY; [913450] WGR, INC.; [36586] ATLAS PL MID-CONT. WESTTEX, LLC; [877066] UNION TEXAS PRODUCTS CORPORATION"
CH4_1B2_250m_-101.90691_31.82846?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,204.41040381744722,408.82,1,2025-05-21,2025-05-21,31.82846,-101.90691,329-33791,"PIONEER NATURAL RES. USA, INC.",665748,0.28,5,5,77.5,"[250300] EL PASO NATURAL GAS COMPANY; [661637] PHILLIPS 66 NATURAL GAS COMPANY; [911905] WESTERN GAS PROCESSORS, LTD.; [836041] TARGA PL MID-CONT WESTTEX LLC; [36586] ATLAS PL MID-CONT. WESTTEX, LLC; [877066] UNION TEXAS PRODUCTS CORPORATION; [877060] UNION TEXAS PETROLEUM CORP.; [663680] PHILLIPS PETROLEUM COMPANY; [913450] WGR, INC."
CH4_1B2_250m_-101.91524_31.56937?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,147.75685144505806,295.51,1,2025-05-21,2025-05-21,31.56937,-101.91524,461-35187,APACHE CORPORATION,27200,0.2,11,11,76.0,"[836044] TARGA PIPELINE MID-CONTINENT LLC; [913450] WGR, INC.; [36586] ATLAS PL MID-CONT. WESTTEX, LLC; [250300] EL PASO NATURAL GAS COMPANY; [911905] WESTERN GAS PROCESSORS, LTD."
CH4_1B2_250m_-101.97906_31.63379?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,98.34140948606787,196.68,1,2025-05-21,2025-05-21,31.63379,-101.97906,461-39707,"PIONEER NATURAL RES. USA, INC.",665748,0.36,3,3,71.8,[836041] TARGA PL MID-CONT WESTTEX LLC
CH4_1B2_250m_-101.85154_31.88471?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,NULL,NULL,1,2025-05-21,2025-05-21,31.88471,-101.85154,329-43936,"OXYROCK OPERATING, LLC",102324,0.13,18,7,50.2,"[100348] ENT NAVITAS MDSTRM MDLND BAS LLC; [601188] NAVITAS MDSTR MIDLAND BASIN, LLC; [252017] ENERGY TRANSFER COMPANY; [100883] ET GATHERING & PROCESSING LLC"
CH4_1B2_250m_-102.04013_31.35800?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,945.1211896157789,1890.24,1,2025-05-07,2025-05-07,31.358,-102.04013,461-36101,COG OPERATING LLC,166150,0.25,7,7,75.7,"[836041] TARGA PL MID-CONT WESTTEX LLC; [36586] ATLAS PL MID-CONT. WESTTEX, LLC; [913450] WGR, INC."
CH4_1B2_250m_-102.07807_31.79954?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,614.3225961832245,1228.65,1,2025-05-07,2025-05-07,31.79954,-102.07807,329-44025,DIAMONDBACK E&P LLC,217012,0.09,29,26,78.6,"[102545] ENTERPRISE M B MIDSTREAM LLC; [100348] ENT NAVITAS MDSTRM MDLND BAS LLC; [601188] NAVITAS MDSTR MIDLAND BASIN, LLC"
CH4_1B2_250m_-102.14167_31.61368?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,418.53338424415057,837.07,1,2025-05-07,2025-05-07,31.61368,-102.14167,461-38556,COG OPERATING LLC,166150,0.21,5,5,82.0,"[252017] ENERGY TRANSFER COMPANY; [195918] DCP MIDSTREAM, LP; [179361] CORONADO MIDSTREAM LLC; [195959] DCP OPERATING COMPANY, LP"
CH4_1B2_250m_-102.04520_31.65703?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,265.1192050259485,1060.48,1,2025-05-07,2025-05-07,31.65703,-102.0452,329-40483,OVINTIV USA INC.,628658,0.27,10,10,73.8,[252017] ENERGY TRANSFER COMPANY
CH4_1B2_250m_-102.09046_31.79875?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,260.74607448725794,521.49,1,2025-05-07,2025-05-07,31.79875,-102.09046,329-34064,APACHE CORPORATION,27200,0.2,31,1,27.5,[29347] ARCO PERMIAN; [148113] CHEVRON U. S. A. INC.; [844118] TEXACO E & P INC.
CH4_1B2_250m_-101.99546_31.69644?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,172.92959889373958,518.79,1,2025-05-07,2025-05-07,31.69644,-101.99546,329-40327,XTO ENERGY INC.,945936,0.1,10,8,76.0,[836041] TARGA PL MID-CONT WESTTEX LLC
CH4_1B2_250m_-102.12817_31.66024?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,166.45594196679264,332.91,1,2025-05-07,2025-05-07,31.66024,-102.12817,329-997,HENRY PETROLEUM LP,378642,0.14,4,1,50.0,"[230719] DUKE ENERGY FIELD SERVICES, LP; [195918] DCP MIDSTREAM, LP"
CH4_1B2_250m_-102.08522_31.71983?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,129.34164505506254,258.68,1,2025-05-07,2025-05-07,31.71983,-102.08522,329-39563,OVINTIV USA INC.,628658,0.09,21,14,67.1,"[252017] ENERGY TRANSFER COMPANY; [195918] DCP MIDSTREAM, LP; [195959] DCP OPERATING COMPANY, LP"
CH4_1B2_250m_-102.06737_31.82493?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,113.35381294789622,226.71,1,2025-05-07,2025-05-07,31.82493,-102.06737,329-43232,"DISCOVERY OPERATING, INC.",220865,0.13,11,9,71.8,"[252017] ENERGY TRANSFER COMPANY; [601188] NAVITAS MDSTR MIDLAND BASIN, LLC"
CH4_1B2_250m_-102.14297_31.56968?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,111.73326458594342,223.47,1,2025-05-07,2025-05-07,31.56968,-102.14297,461-42038,FIREBIRD ENERGY II LLC,101413,0.13,11,10,76.0,[252017] ENERGY TRANSFER COMPANY
CH4_1B2_250m_-102.10659_31.48341?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,111.46626116565568,334.4,1,2025-05-07,2025-05-07,31.48341,-102.10659,461-38685,COG OPERATING LLC,166150,0.19,4,4,84.0,"[836041] TARGA PL MID-CONT WESTTEX LLC; [195918] DCP MIDSTREAM, LP; [195959] DCP OPERATING COMPANY, LP"
CH4_1B2_250m_-102.06343_31.53763?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,81.06135347697493,243.18,1,2025-05-07,2025-05-07,31.53763,-102.06343,461-42811,DIAMONDBACK E&P LLC,217012,0.19,18,16,71.1,[836041] TARGA PL MID-CONT WESTTEX LLC
CH4_1B2_250m_-101.98772_31.66661?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,NULL,NULL,1,2025-05-07,2025-05-07,31.66661,-101.98772,329-32119,"MIDKIFF, JOHN",565125,0.18,2,1,59.7,"[913450] WGR, INC.; [911908] WESTERN GAS RESOURCES-TEXAS,INC.; [661637] PHILLIPS 66 NATURAL GAS COMPANY; [911905] WESTERN GAS PROCESSORS, LTD."
CH4_1B2_250m_-101.98516_31.66881?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,NULL,NULL,1,2025-05-07,2025-05-07,31.66881,-101.98516,329-32119,"MIDKIFF, JOHN",565125,0.48,2,1,38.6,"[913450] WGR, INC.; [911908] WESTERN GAS RESOURCES-TEXAS,INC.; [661637] PHILLIPS 66 NATURAL GAS COMPANY; [911905] WESTERN GAS PROCESSORS, LTD."
CH4_1B2_250m_-101.65651_31.80336?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,345.9931433345372,345.99,1,2025-04-30,2025-04-30,31.80336,-101.65651,173-34797,DIAMONDBACK E&P LLC,217012,0.19,16,16,76.6,"[836041] TARGA PL MID-CONT WESTTEX LLC; [36586] ATLAS PL MID-CONT. WESTTEX, LLC"
CH4_1B2_250m_-101.79273_31.86350?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,208.02156131412087,416.04,1,2025-04-30,2025-04-30,31.8635,-101.79273,329-31475,"COX, JOHN L.",185980,0.46,3,1,31.7,"[663680] PHILLIPS PETROLEUM COMPANY; [230719] DUKE ENERGY FIELD SERVICES, LP; [661637] PHILLIPS 66 NATURAL GAS COMPANY; [319471] GPM GAS CORPORATION; [319468] GPM GAS COMPANY, LLC"
CH4_1B2_250m_-101.75374_31.52029?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,200.5561756181635,401.11,1,2025-04-30,2025-04-30,31.52029,-101.75374,383-36681,"PIONEER NATURAL RES. USA, INC.",665748,0.17,3,3,85.1,"[250300] EL PASO NATURAL GAS COMPANY; [661637] PHILLIPS 66 NATURAL GAS COMPANY; [319471] GPM GAS CORPORATION; [319468] GPM GAS COMPANY, LLC; [945219] WTG SOUTH PERMIAN MIDSTREAM LLC; [836041] TARGA PL MID-CONT WESTTEX LLC; [36586] ATLAS PL MID-CONT. WESTTEX, LLC; [102508] ETC SOUTH PERMIAN MIDSTREAM LLC; [877066] UNION TEXAS PRODUCTS CORPORATION; [230719] DUKE ENERGY FIELD SERVICES, LP; [945227] WTG GAS PROCESSING, L.P.; [877060] UNION TEXAS PETROLEUM CORP.; [663680] PHILLIPS PETROLEUM COMPANY; [195918] DCP MIDSTREAM, LP; [913450] WGR, INC."
CH4_1B2_250m_-101.79783_31.73713?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,116.37793249868591,232.76,1,2025-04-30,2025-04-30,31.73713,-101.79783,329-32667,"PIONEER NATURAL RES. USA, INC.",665748,0.25,4,4,79.6,"[877060] UNION TEXAS PETROLEUM CORP.; [663680] PHILLIPS PETROLEUM COMPANY; [913450] WGR, INC.; [36586] ATLAS PL MID-CONT. WESTTEX, LLC; [877066] UNION TEXAS PRODUCTS CORPORATION; [836041] TARGA PL MID-CONT WESTTEX LLC; [250300] EL PASO NATURAL GAS COMPANY; [661637] PHILLIPS 66 NATURAL GAS COMPANY; [911905] WESTERN GAS PROCESSORS, LTD."
CH4_1B2_250m_-101.72537_31.79574?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,94.92532425670645,189.85,1,2025-04-30,2025-04-30,31.79574,-101.72537,173-37494,COG OPERATING LLC,166150,0.16,16,8,54.1,[836041] TARGA PL MID-CONT WESTTEX LLC
CH4_1B2_250m_-101.74484_32.03384?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,82.943659613012,82.94,1,2025-04-30,2025-04-30,32.03384,-101.74484,173-38287,"PIONEER NATURAL RES. USA, INC.",665748,0.31,11,10,63.4,[836041] TARGA PL MID-CONT WESTTEX LLC
CH4_1B2_250m_-101.77839_31.84384?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,NULL,NULL,1,2025-04-30,2025-04-30,31.84384,-101.77839,329-39108,"OXYROCK OPERATING, LLC",102324,0.3,3,3,76.3,"[663680] PHILLIPS PETROLEUM COMPANY; [195918] DCP MIDSTREAM, LP; [102545] ENTERPRISE M B MIDSTREAM LLC; [319471] GPM GAS CORPORATION; [100348] ENT NAVITAS MDSTRM MDLND BAS LLC; [661637] PHILLIPS 66 NATURAL GAS COMPANY; [836041] TARGA PL MID-CONT WESTTEX LLC; [252017] ENERGY TRANSFER COMPANY; [601188] NAVITAS MDSTR MIDLAND BASIN, LLC"
CH4_1B2_250m_-101.77598_31.84358?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,NULL,NULL,1,2025-04-30,2025-04-30,31.84358,-101.77598,173-31036,"OXYROCK OPERATING, LLC",102324,0.4,2,2,69.3,"[319471] GPM GAS CORPORATION; [100348] ENT NAVITAS MDSTRM MDLND BAS LLC; [661637] PHILLIPS 66 NATURAL GAS COMPANY; [836041] TARGA PL MID-CONT WESTTEX LLC; [252017] ENERGY TRANSFER COMPANY; [601188] NAVITAS MDSTR MIDLAND BASIN, LLC; [663680] PHILLIPS PETROLEUM COMPANY; [195918] DCP MIDSTREAM, LP; [102545] ENTERPRISE M B MIDSTREAM LLC"
CH4_1B2_250m_-101.76701_31.64380?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,NULL,NULL,1,2025-04-30,2025-04-30,31.6438,-101.76701,383-33283,TARGA PIPELINE MID-CONTINENT LLC,836044,0.19,3,1,50.0,NULL
CH4_1B2_250m_-101.76632_31.65007?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,NULL,NULL,1,2025-04-30,2025-04-30,31.65007,-101.76632,173-32925,"PIONEER NATURAL RES. USA, INC.",665748,0.24,3,3,80.1,"[319471] GPM GAS CORPORATION; [319468] GPM GAS COMPANY, LLC; [945219] WTG SOUTH PERMIAN MIDSTREAM LLC; [250300] EL PASO NATURAL GAS COMPANY; [661637] PHILLIPS 66 NATURAL GAS COMPANY; [911905] WESTERN GAS PROCESSORS, LTD.; [836041] TARGA PL MID-CONT WESTTEX LLC; [945218] WTG NORTH PERMIAN MIDSTREAM LLC; [877066] UNION TEXAS PRODUCTS CORPORATION; [230719] DUKE ENERGY FIELD SERVICES, LP; [945227] WTG GAS PROCESSING, L.P.; [36586] ATLAS PL MID-CONT. WESTTEX, LLC; [102508] ETC SOUTH PERMIAN MIDSTREAM LLC; [913450] WGR, INC.; [663680] PHILLIPS PETROLEUM COMPANY; [877060] UNION TEXAS PETROLEUM CORP.; [195918] DCP MIDSTREAM, LP"
CH4_1B2_250m_-101.77334_31.85089?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,NULL,NULL,1,2025-04-30,2025-04-30,31.85089,-101.77334,173-311,"OXYROCK OPERATING, LLC",102324,0.2,3,3,82.8,"[663680] PHILLIPS PETROLEUM COMPANY; [195918] DCP MIDSTREAM, LP; [102545] ENTERPRISE M B MIDSTREAM LLC; [319471] GPM GAS CORPORATION; [100348] ENT NAVITAS MDSTRM MDLND BAS LLC; [661637] PHILLIPS 66 NATURAL GAS COMPANY; [836041] TARGA PL MID-CONT WESTTEX LLC; [252017] ENERGY TRANSFER COMPANY; [601188] NAVITAS MDSTR MIDLAND BASIN, LLC"
CH4_1B2_250m_-101.72616_31.77336?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,NULL,NULL,1,2025-04-30,2025-04-30,31.77336,-101.72616,173-37565,"CIVITAS PERMIAN OPERATING, LLC",101577,0.1,27,23,75.9,"[601188] NAVITAS MDSTR MIDLAND BASIN, LLC; [253368] ENTERPRISE PRODUCTS OPERATINGLLC; [100348] ENT NAVITAS MDSTRM MDLND BAS LLC"
CH4_1B2_250m_-103.85442_31.90118?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,115.44554889294203,461.78,1,2025-04-25,2025-04-25,31.90118,-103.85442,301-35670,"STATELINE WATER, LLC",816096,0.07,3,1,58.8,NULL
CH4_1B2_250m_-103.93317_31.81229?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,87.36987343953022,262.11,1,2025-04-25,2025-04-25,31.81229,-103.93317,389-31763,"WALSH & WATTS, INC.",895060,0.37,3,2,54.5,"[195918] DCP MIDSTREAM, LP; [172232] CONOCOPHILLIPS COMPANY; [230719] DUKE ENERGY FIELD SERVICES, LP; [172230] CONOCO INC."
CH4_1B2_250m_-103.93834_31.77579?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,53.45076237204163,160.35,1,2025-04-25,2025-04-25,31.77579,-103.93834,389-34554,BPX OPERATING COMPANY,85408,0.4,1,1,71.7,"[211476] DELAWARE BASIN MIDSTREAM, LLC; [252017] ENERGY TRANSFER COMPANY; [85349] BP ENERGY CO.; [698769] REGENCY FIELD SERVICES LLC; [172232] CONOCOPHILLIPS COMPANY"
CH4_1B2_250m_-103.88652_31.89687?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,50.145781897322195,150.44,1,2025-04-25,2025-04-25,31.89687,-103.88652,301-32143,"WPX ENERGY PERMIAN, LLC",942623,0.13,1,1,90.8,"[211476] DELAWARE BASIN MIDSTREAM, LLC; [255104] ETC TEXAS P/L, LTD; [211538] DELAWARE G&P LLC; [558223] MEDALLION DELAWARE BASIN, LLC; [816097] STATELINE PROCESSING, LLC; [616195] NUEVO MIDSTREAM, LLC"
CH4_1B2_250m_-103.92913_31.77788?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,43.80906319435934,131.43,1,2025-04-25,2025-04-25,31.77788,-103.92913,389-40368,BPX MIDSTREAM LLC,85409,0.35,1,1,75.7,NULL
CH4_1B2_250m_-103.37318_31.30138?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,1043.047297050424,1043.05,1,2025-04-16,2025-04-16,31.30138,-103.37318,389-33674,"PERMIAN RESOURCES OPERATING, LLC",100852,0.25,5,3,59.7,[252017] ENERGY TRANSFER COMPANY; [698769] REGENCY FIELD SERVICES LLC
CH4_1B2_250m_-103.30494_31.60819?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,947.1639820441972,947.16,1,2025-04-16,2025-04-16,31.60819,-103.30494,475-34516,APACHE CORPORATION,27200,0.27,2,2,78.4,[836037] TARGA MIDSTREAM SERVICES LLC
CH4_1B2_250m_-103.17813_31.26750?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,409.2756811674094,818.55,2,2025-03-07,2025-04-16,31.2675,-103.17813,389-38956,"VTX ENERGY OPERATING, LLC",101377,0.23,7,7,77.1,"[100883] ET GATHERING & PROCESSING LLC; [255104] ETC TEXAS P/L, LTD"
CH4_1B2_250m_-103.28929_31.35685?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,322.30288882057033,1289.21,1,2025-04-16,2025-04-16,31.35685,-103.28929,389-36383,"PERMIAN RESOURCES OPERATING, LLC",100852,0.25,4,4,79.2,"[238465] EAGLECLAW MIDSTREAM VENTURES,LLC"
CH4_1B2_250m_-103.33425_31.52469?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,218.7208977535566,218.72,1,2025-04-16,2025-04-16,31.52469,-103.33425,475-36657,ANADARKO E&P ONSHORE LLC,20528,0.04,4,4,94.2,[20548] ANADARKO ENERGY SERVICES COMPANY
CH4_1B2_250m_-103.26409_31.28642?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,213.45757752092985,853.83,1,2025-04-16,2025-04-16,31.28642,-103.26409,389-36779,"VTX ENERGY OPERATING, LLC",101377,0.1,4,4,90.3,"[100883] ET GATHERING & PROCESSING LLC; [252017] ENERGY TRANSFER COMPANY; [255104] ETC TEXAS P/L, LTD"
CH4_NA_250m_-103.33113_31.30896?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,184.05244772751075,368.1,1,2025-04-16,2025-04-16,31.30896,-103.33113,389-32712,U.S. ENERGY DEVELOPMENT CORP,875462,0.03,1,1,98.0,"[698769] REGENCY FIELD SERVICES LLC; [238465] EAGLECLAW MIDSTREAM VENTURES,LLC; [252017] ENERGY TRANSFER COMPANY"
CH4_1B2_250m_-103.36497_31.28422?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,142.02334555994113,142.02,1,2025-04-16,2025-04-16,31.28422,-103.36497,389-32735,"PERMIAN RESOURCES OPERATING, LLC",100852,0.38,1,1,73.4,"[698769] REGENCY FIELD SERVICES LLC; [252017] ENERGY TRANSFER COMPANY; [805477] SOUTHERN UNION GAS SERVICES, LTD"
CH4_1B2_250m_-103.16294_31.39963?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,132.26327027224548,264.53,2,2025-03-07,2025-04-16,31.39963,-103.16294,475-38528,DIAMONDBACK E&P LLC,217012,0.46,4,4,64.7,[101063] KINETIK HOLDINGS LP
CH4_1B2_250m_-103.26445_31.50698?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,125.85592144928788,503.42,1,2025-04-16,2025-04-16,31.50698,-103.26445,475-36203,APACHE CORPORATION,27200,0.05,5,5,93.6,[836037] TARGA MIDSTREAM SERVICES LLC
CH4_1B2_250m_-103.19378_31.66647?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,103.9311490528194,311.79,1,2025-04-16,2025-04-16,31.66647,-103.19378,495-32460,"JETTA OPERATING COMPANY, INC.",432283,0.3,1,1,78.9,"[18932] AMERICAN PROCESSING, L.P.; [252017] ENERGY TRANSFER COMPANY"
CH4_1B2_250m_-103.13728_31.45269?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,100.00334251997505,400.01,1,2025-04-16,2025-04-16,31.45269,-103.13728,475-37481,"CONTINENTAL RESOURCES, INC.",173777,0.17,5,5,85.3,[836046] TARGA MIDLAND LLC
